TX_LOSS,TX_DELAY,TX_JITTER,RX_LOSS,RX_DELAY,RX_JITTER
0,740,49,0,716,6
0,733,38,0,717,6
0,729,38,0,719,5
0,737,47,0,718,6
0,734,43,0,717,6
0,738,45,0,714,5
0,761,73,0,710,5
0,761,77,0,710,9
0,763,78,0,709,7
0,752,65,0,710,6
0,740,43,0,710,5
0,755,71,0,715,8
0,734,43,0,715,6
0,742,58,0,718,6
0,749,68,0,718,7
0,744,64,0,717,5
0,738,49,0,716,6
0,736,41,0,715,5
0,777,123,0,717,8
0,758,76,0,716,8
0,743,59,0,715,5
0,748,65,0,712,6
0,760,50,0,710,18
0,725,22,0,725,22
0,729,28,0,729,28
0,724,21,0,724,21
0,722,15,0,722,15
0,730,32,0,730,32
0,726,26,0,726,26
0,727,24,0,727,24
0,734,39,0,734,39
0,724,43,0,729,5
0,727,56,0,731,5
0,723,46,0,729,6
0,730,51,0,724,6
0,728,41,0,721,5
0,731,43,0,720,5
0,742,60,0,718,5
0,742,54,0,712,5
0,737,40,0,713,6
0,751,58,0,712,5
0,747,56,0,710,5
0,754,66,0,709,6
0,753,59,0,707,6
0,758,78,0,712,8
0,745,58,0,713,7
0,740,47,0,712,6
0,733,32,0,713,6
0,747,60,0,716,12
0,746,58,0,711,6
0,737,35,0,713,7
0,737,39,0,712,6
0,726,21,0,711,4
0,730,27,0,712,6
0,734,33,0,712,5
0,736,40,0,711,5
0,744,52,0,712,5
0,740,41,0,712,6
0,739,41,0,711,9
0,745,50,0,709,7
0,739,41,0,707,5
0,734,32,0,708,4
0,739,45,0,711,4
0,729,29,0,712,5
0,736,41,0,713,5
0,743,52,0,711,5
0,745,56,0,711,5
0,737,40,0,713,5
0,729,34,0,714,6
0,761,85,0,718,5
0,793,144,0,722,4
0,813,192,0,729,7
0,727,58,0,731,6
0,719,41,0,730,5
0,718,39,0,728,4
0,724,42,0,727,6
0,734,59,0,722,5
0,734,50,0,722,5
0,726,42,0,722,5
0,720,20,0,716,5
0,738,45,0,712,4
0,745,54,0,712,6
0,752,36,0,708,11
0,722,18,0,722,18
0,722,18,0,722,18
0,725,21,0,725,21
0,744,56,0,744,56
0,731,33,0,731,33
0,745,59,0,745,59
0,730,30,0,730,30
0,727,24,0,727,24
0,743,47,0,718,14
0,735,37,0,712,5
0,732,35,0,714,6
0,728,27,0,715,7
0,742,57,0,714,5
0,736,41,0,712,4
0,742,43,0,708,5
0,742,42,0,709,6
0,740,34,0,705,5
0,741,35,0,702,5
0,760,74,0,704,6
0,749,55,0,706,5
0,735,34,0,712,7
0,746,62,0,716,4
0,730,37,0,718,6
0,728,33,0,718,5
0,725,33,0,719,5
0,729,37,0,720,6
0,731,38,0,719,15
0,735,34,0,712,6
0,744,53,0,710,4
0,748,62,0,712,6
0,724,21,0,714,4
0,741,57,0,716,6
0,731,37,0,715,6
0,732,32,0,711,4
0,742,47,0,712,7
0,741,42,0,709,5
0,739,44,0,711,5
0,746,61,0,713,6
0,728,30,0,713,7
0,737,40,0,711,4
0,737,42,0,710,4
0,735,31,0,708,7
0,738,38,0,711,6
0,721,21,0,716,5
0,734,61,0,726,6
0,718,37,0,728,4
0,718,38,0,729,5
0,748,80,0,727,6
0,744,84,0,726,8
0,732,46,0,723,4
0,719,27,0,722,5
0,723,32,0,721,5
0,746,75,0,719,6
0,747,59,0,715,7
0,732,34,0,712,4
0,739,43,0,712,7
0,741,48,0,711,5
0,739,44,0,710,5
0,742,37,0,707,5
0,758,69,0,705,6
0,734,24,0,725,24
0,725,23,0,725,23
0,722,16,0,722,16
0,721,23,0,726,22
0,731,31,0,731,31
0,724,20,0,724,20
0,726,25,0,726,25
0,724,18,0,724,18
0,681,31,0,982,7
0,742,54,0,713,6
0,726,21,0,712,5
0,741,44,0,710,4
0,749,60,0,708,5
0,740,40,0,709,6
0,743,51,0,710,5
0,740,45,0,711,6
0,742,49,0,709,5
0,742,43,0,708,4
0,754,63,0,707,5
0,772,93,0,708,5
0,744,61,0,713,6
0,731,37,0,718,5
0,723,27,0,719,6
0,731,49,0,723,6
0,728,45,0,723,5
0,723,37,0,724,5
0,718,29,0,725,6
0,718,29,0,724,5
0,727,45,0,723,5
0,748,72,0,722,6
0,731,50,0,722,6
0,728,38,0,722,9
0,723,27,0,719,5
0,744,58,0,714,5
0,739,45,0,712,5
0,732,29,0,710,5
0,740,43,0,710,6
0,743,48,0,711,6
0,748,55,0,710,5
0,737,40,0,715,7
0,740,44,0,713,5
0,736,35,0,711,5
0,755,65,0,709,5
0,756,66,0,712,8
0,741,45,0,709,5
0,752,68,0,712,10
0,748,63,0,714,8
0,735,39,0,712,5
0,752,61,0,712,7
0,747,56,0,712,5
0,739,44,0,714,6
0,734,39,0,716,5
0,738,48,0,716,4
0,741,55,0,716,6
0,728,27,0,715,8
0,736,34,0,713,5
0,741,49,0,713,5
0,737,45,0,714,6
0,745,58,0,712,6
0,751,53,0,710,9
0,748,53,0,743,53
0,726,21,0,726,21
0,723,16,0,723,16
0,721,14,0,721,14
0,724,18,0,724,18
0,738,44,0,738,44
0,728,24,0,728,24
0,726,19,0,726,19
0,752,60,0,719,13
0,744,51,0,713,6
0,742,50,0,714,6
0,750,72,0,716,6
0,737,50,0,720,7
0,740,58,0,723,6
0,747,77,0,726,6
0,725,45,0,727,7
0,723,34,0,727,6
0,732,49,0,724,6
0,732,52,0,724,5
0,730,48,0,723,6
0,740,53,0,722,6
0,731,40,0,720,6
0,777,102,0,717,5
0,746,54,0,713,6
0,758,67,0,709,6
0,748,40,0,705,6
0,741,36,0,707,6
0,740,44,0,712,5
0,747,56,0,716,6
0,743,59,0,719,9
0,743,51,0,720,10
0,753,69,0,714,7
0,748,51,0,712,6
0,744,50,0,713,7
0,748,56,0,718,8
0,753,68,0,714,6
0,749,64,0,716,6
0,746,51,0,712,8
0,762,78,0,711,6
0,771,100,0,715,5
0,759,85,0,721,7
0,752,83,0,726,7
0,744,68,0,724,7
0,742,62,0,721,7
0,738,43,0,716,7
0,772,93,0,714,6
0,743,42,0,712,6
0,740,35,0,714,8
0,758,82,0,718,6
0,740,48,0,719,7
0,750,71,0,720,7
0,756,78,0,721,10
0,761,91,0,721,7
0,737,42,0,721,8
0,750,60,0,717,8
0,747,53,0,713,6
0,758,69,0,712,7
0,753,57,0,711,6
0,752,60,0,710,6
0,817,179,0,711,7
0,771,70,0,743,44
0,732,29,0,732,29
0,737,39,0,737,39
0,739,41,0,739,41
0,733,30,0,733,30
0,732,29,0,732,29
0,726,19,0,726,19
0,732,28,0,732,28
0,730,121,0,1201,79
0,747,67,0,743,44
0,762,77,0,714,7
0,761,70,0,712,8
0,755,55,0,713,9
0,747,48,0,714,7
0,755,64,0,711,7
0,759,68,0,710,7
0,772,88,0,712,7
0,746,48,0,715,8
0,748,57,0,719,6
0,754,68,0,722,7
0,755,81,0,722,8
0,762,89,0,720,7
0,751,63,0,718,7
0,754,74,0,721,9
0,766,84,0,717,7
0,746,50,0,715,7
0,758,65,0,712,8
0,774,86,0,710,7
0,763,71,0,710,9
0,756,54,0,712,7
0,758,64,0,712,7
0,760,71,0,715,7
0,772,91,0,720,7
0,754,72,0,723,9
0,743,68,0,729,8
0,773,119,0,733,7
0,747,81,0,735,9
0,746,76,0,732,7
0,763,104,0,731,10
0,763,98,0,728,9
0,752,69,0,721,7
0,760,75,0,723,10
0,747,52,0,716,7
0,761,79,0,715,7
0,768,87,0,719,11
0,759,77,0,720,9
0,765,75,0,716,7
0,783,104,0,713,9
0,768,80,0,712,7
0,752,56,0,714,8
0,745,47,0,717,11
0,761,85,0,719,8
0,763,85,0,723,9
0,762,98,0,725,7
0,747,67,0,725,7
0,756,80,0,724,8
0,750,61,0,720,9
0,774,102,0,716,6
0,851,260,0,715,6
0,759,77,0,716,8
0,778,80,0,731,26
0,741,43,0,741,43
0,747,52,0,747,52
0,744,57,0,734,39
0,742,44,0,742,44
0,745,53,0,745,53
0,731,25,0,731,25
0,749,56,0,749,56
0,746,76,0,752,62
0,762,80,0,722,8
0,746,60,0,723,7
0,746,62,0,722,8
0,759,82,0,718,6
0,766,92,0,720,7
0,764,87,0,722,9
0,761,88,0,722,7
0,759,84,0,720,7
0,753,55,0,718,6
0,757,69,0,716,7
0,886,59,0,886,59
0,913,112,0,892,69
0,923,112,0,853,10
0,930,136,0,850,7
0,917,118,0,850,8
0,934,132,0,851,9
0,923,124,0,850,7
0,959,175,0,849,8
0,951,154,0,850,11
0,930,128,0,850,11
0,936,127,0,851,10
0,932,136,0,851,8
0,965,192,0,851,7
0,903,94,0,860,20
0,957,182,0,853,9
0,944,152,0,854,8
0,957,184,0,850,8
0,1005,249,0,850,11
0,969,187,0,844,9
0,954,162,0,841,9
0,966,191,0,847,11
0,974,189,0,848,9
0,1030,276,0,846,8
0,981,210,0,847,7
0,940,145,0,849,10
0,964,200,0,849,9
0,930,134,0,852,8
0,962,181,0,857,9
0,972,205,0,861,11
0,935,155,0,860,10
0,921,134,0,865,16
0,932,150,0,864,10
0,909,122,0,864,11
0,925,137,0,863,7
0,938,175,0,863,13
0,911,105,0,856,10
0,925,132,0,856,11
0,909,106,0,852,6
0,925,124,0,851,8
0,1005,208,0,850,14
0,935,132,0,847,7
0,925,114,0,845,9
0,942,124,0,844,7
0,947,109,0,897,69
0,900,81,0,900,81
0,886,56,0,886,56
0,881,84,0,912,96
0,898,76,0,898,76
0,897,79,0,897,79
0,891,71,0,891,71
0,889,74,0,894,78
0,758,111,0,1106,38
0,927,115,0,852,9
0,930,122,0,848,6
0,942,134,0,848,7
0,896,77,0,849,11
0,951,171,0,848,9
0,966,189,0,855,9
0,972,186,0,858,11
0,903,97,0,860,9
0,895,92,0,861,8
0,928,129,0,860,12
0,929,150,0,861,11
0,914,123,0,854,7
0,924,132,0,852,11
0,944,154,0,848,9
0,942,158,0,846,9
0,928,135,0,845,8
0,945,147,0,845,8
0,937,140,0,842,8
0,957,158,0,839,9
0,931,114,0,842,13
0,937,137,0,848,14
0,949,168,0,852,11
0,918,124,0,857,13
0,893,91,0,861,9
0,915,136,0,865,9
0,928,160,0,866,14
0,939,157,0,861,12
0,943,161,0,859,10
0,919,125,0,859,9
0,923,119,0,864,15
0,920,134,0,859,14
0,953,169,0,859,13
0,928,140,0,855,7
0,917,118,0,856,13
0,929,131,0,852,9
0,926,131,0,850,9
0,922,127,0,850,9
0,917,113,0,853,10
0,933,138,0,854,8
0,949,167,0,853,7
0,944,161,0,854,10
0,928,122,0,850,8
0,922,124,0,852,8
0,925,142,0,858,9
0,938,153,0,861,8
0,915,113,0,867,22
0,913,114,0,858,9
0,921,127,0,853,9
0,952,167,0,848,8
0,929,122,0,841,10
0,972,182,0,839,10
0,973,134,0,892,72
0,897,79,0,897,79
0,899,79,0,899,79
0,915,65,0,887,62
0,887,62,0,887,62
0,883,56,0,883,56
0,901,93,0,901,93
0,898,84,0,910,90
0,902,94,0,895,76
0,941,168,0,859,14
0,921,131,0,856,8
0,927,134,0,859,11
0,959,187,0,859,10
0,976,229,0,858,13
0,971,194,0,855,10
0,952,167,0,851,7
0,951,163,0,849,9
0,960,177,0,848,9
0,942,131,0,852,11
0,944,152,0,853,10
0,924,122,0,856,12
0,922,122,0,854,8
0,923,128,0,856,10
0,916,118,0,857,10
0,907,100,0,859,15
0,924,129,0,856,12
0,954,162,0,856,13
0,943,155,0,854,10
0,930,130,0,855,11
0,933,122,0,850,9
0,921,102,0,851,11
0,976,223,0,848,8
0,951,172,0,847,8
0,925,129,0,851,14
0,929,124,0,850,9
0,912,110,0,851,7
0,896,70,0,853,9
0,897,87,0,853,9
0,965,184,0,851,9
0,946,165,0,848,7
0,946,166,0,850,10
0,938,141,0,848,7
0,975,202,0,852,8
0,953,171,0,852,7
0,977,226,0,853,8
0,949,160,0,852,7
0,950,167,0,851,10
0,926,135,0,850,11
0,900,83,0,851,12
0,938,132,0,853,15
0,954,180,0,851,12
0,934,136,0,845,10
0,967,168,0,841,9
0,965,182,0,838,7
0,1007,255,0,837,9
0,1004,226,0,838,8
0,970,182,0,846,10
0,912,106,0,851,9
0,934,141,0,861,19
0,954,180,0,859,8
0,919,128,0,859,52
0,879,50,0,879,50
0,899,81,0,899,81
0,897,74,0,897,74
0,918,101,0,918,101
0,895,71,0,895,71
0,889,66,0,889,66
0,899,82,0,899,82
0,904,107,0,920,132
0,932,126,0,852,11
0,956,170,0,851,9
0,952,169,0,851,8
0,922,126,0,853,7
0,957,178,0,855,8
0,914,118,0,857,8
0,918,128,0,852,7
0,975,202,0,850,7
0,932,130,0,849,13
0,934,118,0,844,7
0,929,133,0,846,7
0,941,133,0,854,17
0,930,120,0,854,10
0,912,120,0,857,6
0,909,116,0,856,7
0,921,116,0,851,8
0,932,134,0,849,7
0,929,138,0,849,8
0,910,100,0,850,6
0,945,150,0,852,8
0,965,195,0,852,7
0,925,132,0,853,7
0,903,102,0,853,9
0,926,132,0,855,10
0,970,207,0,854,8
0,960,169,0,854,6
0,974,210,0,854,10
0,1008,257,0,853,8
0,956,184,0,850,7
0,971,221,0,853,11
0,937,144,0,855,12
0,941,148,0,856,15
0,923,138,0,858,7
0,919,124,0,860,10
0,918,131,0,858,7
0,927,130,0,854,7
0,949,155,0,856,11
0,952,177,0,849,8
0,938,140,0,846,11
0,948,155,0,846,7
0,913,110,0,848,8
0,905,89,0,849,8
0,929,143,0,853,9
0,975,225,0,853,10
0,998,252,0,854,13
0,961,185,0,852,8
0,968,193,0,854,9
0,927,135,0,852,8
0,920,129,0,852,10
0,944,158,0,851,12
0,954,166,0,849,8
0,988,214,0,849,34
0,926,122,0,926,122
0,906,92,0,906,92
0,909,103,0,909,96
0,895,76,0,899,80
0,895,75,0,895,75
0,895,73,0,895,73
0,875,42,0,875,42
0,925,112,0,890,71
0,936,142,0,843,7
0,953,145,0,837,7
0,945,139,0,836,9
0,948,145,0,841,7
0,925,108,0,843,8
0,922,118,0,848,7
0,976,218,0,848,7
0,943,165,0,851,7
0,904,95,0,853,7
0,920,114,0,856,7
0,906,106,0,859,8
0,945,166,0,861,8
0,910,114,0,860,8
0,911,100,0,857,7
0,894,84,0,855,7
0,905,99,0,854,10
0,891,75,0,850,6
0,912,109,0,848,6
0,908,103,0,850,7
0,923,122,0,853,9
0,908,102,0,852,8
0,926,137,0,856,13
0,938,135,0,851,9
0,925,119,0,849,8
0,922,126,0,848,8
0,936,144,0,851,8
0,937,151,0,853,7
0,918,113,0,853,7
0,920,119,0,852,7
0,939,165,0,851,7
0,932,136,0,850,6
0,930,148,0,852,7
0,919,116,0,852,7
0,940,172,0,855,9
0,934,141,0,853,9
0,948,173,0,853,9
0,926,121,0,853,10
0,919,116,0,849,8
0,943,157,0,849,8
0,950,146,0,850,8
0,907,104,0,848,8
0,912,106,0,849,7
0,900,85,0,849,8
0,932,138,0,849,7
0,912,95,0,848,8
